Partei,Datum,Uhrzeit,Slideshow,Slide,Likes,Kommentare,Dateiname,Farbanteil
afd.bund,2018-09-19,10-15-17,0,1,1471,326,2018-09-19_10-15-17_UTC.jpg,0.4128
afd.bund,2018-09-20,09-47-23,0,1,1508,188,2018-09-20_09-47-23_UTC.jpg,0.3233
afd.bund,2018-09-21,12-27-07,0,1,1602,104,2018-09-21_12-27-07_UTC.jpg,0.4325
afd.bund,2020-01-07,08-27-51,0,1,2511,0,2020-01-07_08-27-51_UTC.jpg,0.2824
afd.bund,2020-01-07,13-26-21,0,1,1985,0,2020-01-07_13-26-21_UTC.jpg,0.3164
afd.bund,2020-01-07,19-57-37,0,1,3106,0,2020-01-07_19-57-37_UTC.jpg,0.2302
afd.bund,2020-01-08,08-04-47,0,1,3172,0,2020-01-08_08-04-47_UTC.jpg,0.3399
afd.bund,2020-01-08,13-34-29,0,1,2524,0,2020-01-08_13-34-29_UTC.jpg,0.3225
afd.bund,2020-01-09,07-54-41,0,1,2485,0,2020-01-09_07-54-41_UTC.jpg,0.426
afd.bund,2020-01-09,08-10-45,0,1,2341,0,2020-01-09_08-10-45_UTC.jpg,0.3465
afd.bund,2020-01-09,15-59-58,0,1,2494,0,2020-01-09_15-59-58_UTC.jpg,0.3278
afd.bund,2020-01-09,18-14-48,0,1,2048,0,2020-01-09_18-14-48_UTC.jpg,0.3695
afd.bund,2020-01-10,08-44-28,0,1,3301,0,2020-01-10_08-44-28_UTC.jpg,0.4327
afd.bund,2020-01-10,13-17-28,0,1,4327,0,2020-01-10_13-17-28_UTC.jpg,0.2646
afd.bund,2020-01-10,23-25-42,0,1,2012,0,2020-01-10_23-25-42_UTC.jpg,0.241
afd.bund,2020-01-11,12-44-42,0,1,1951,0,2020-01-11_12-44-42_UTC.jpg,0.4648
afd.bund,2020-01-12,13-13-07,0,1,2635,0,2020-01-12_13-13-07_UTC.jpg,0.3572
afd.bund,2020-01-12,13-14-10,0,1,2067,0,2020-01-12_13-14-10_UTC.jpg,0.1942
afd.bund,2020-01-12,21-17-49,0,1,2380,0,2020-01-12_21-17-49_UTC.jpg,0.4883
afd.bund,2020-01-13,11-11-49,0,1,1646,0,2020-01-13_11-11-49_UTC.jpg,0.7092
afd.bund,2020-01-13,14-27-21,0,1,2505,0,2020-01-13_14-27-21_UTC.jpg,0.4064
afd.bund,2020-01-13,17-29-08,0,1,2034,0,2020-01-13_17-29-08_UTC.jpg,0.2192
afd.bund,2020-01-14,09-53-32,0,1,2746,0,2020-01-14_09-53-32_UTC.jpg,0.8335
afd.bund,2020-01-14,13-49-15,0,1,2884,0,2020-01-14_13-49-15_UTC.jpg,0.3426
afd.bund,2020-01-14,19-59-03,0,1,5006,0,2020-01-14_19-59-03_UTC.jpg,0.2827
afd.bund,2020-01-15,09-12-14,0,1,2176,0,2020-01-15_09-12-14_UTC.jpg,0.5963
afd.bund,2020-01-16,12-33-34,0,1,3830,0,2020-01-16_12-33-34_UTC.jpg,0.6355
afd.bund,2020-01-16,12-34-11,0,1,2169,0,2020-01-16_12-34-11_UTC.jpg,0.4091
afd.bund,2020-01-16,12-34-50,0,1,1890,0,2020-01-16_12-34-50_UTC.jpg,0.4081
afd.bund,2020-01-16,12-36-19,0,1,2643,0,2020-01-16_12-36-19_UTC.jpg,0.3614
afd.bund,2020-01-17,09-52-24,0,1,2300,0,2020-01-17_09-52-24_UTC.jpg,0.2046
afd.bund,2020-01-18,15-54-34,0,1,2596,0,2020-01-18_15-54-34_UTC.jpg,0.3223
afd.bund,2020-01-18,20-10-48,0,1,2382,0,2020-01-18_20-10-48_UTC.jpg,0.2987
afd.bund,2020-01-19,09-20-32,0,1,2739,0,2020-01-19_09-20-32_UTC.jpg,0.3642
afd.bund,2020-01-20,07-55-31,0,1,2494,0,2020-01-20_07-55-31_UTC.jpg,0.5205
afd.bund,2020-01-20,07-58-10,0,1,2392,0,2020-01-20_07-58-10_UTC.jpg,0.4212
afd.bund,2020-01-20,22-24-36,0,1,1840,0,2020-01-20_22-24-36_UTC.jpg,0.5221
afd.bund,2020-01-20,22-25-11,0,1,2405,0,2020-01-20_22-25-11_UTC.jpg,0.4523
afd.bund,2020-01-21,11-48-44,0,1,2670,0,2020-01-21_11-48-44_UTC.jpg,0.2302
afd.bund,2020-01-21,12-53-37,0,1,1764,0,2020-01-21_12-53-37_UTC.jpg,0.2802
afd.bund,2020-01-21,17-06-15,0,1,2377,0,2020-01-21_17-06-15_UTC.jpg,0.2858
afd.bund,2020-01-22,09-30-59,0,1,3710,0,2020-01-22_09-30-59_UTC.jpg,0.2864
afd.bund,2020-01-22,13-16-13,0,1,2456,0,2020-01-22_13-16-13_UTC.jpg,0.2888
afd.bund,2020-01-23,10-35-10,0,1,1804,0,2020-01-23_10-35-10_UTC.jpg,0.4169
afd.bund,2020-01-23,12-41-08,0,1,2432,0,2020-01-23_12-41-08_UTC.jpg,0.1511
afd.bund,2020-01-23,23-05-10,0,1,1741,0,2020-01-23_23-05-10_UTC.jpg,0.4542
afd.bund,2020-01-26,12-28-42,0,1,2015,0,2020-01-26_12-28-42_UTC.jpg,0.2742
afd.bund,2020-01-26,12-31-58,0,1,1969,0,2020-01-26_12-31-58_UTC.jpg,0.0568
afd.bund,2020-01-26,12-33-26,0,1,2628,0,2020-01-26_12-33-26_UTC.jpg,0.2922
afd.bund,2020-01-26,19-58-20,0,1,3440,0,2020-01-26_19-58-20_UTC.jpg,0.6461
afd.bund,2020-01-26,19-58-44,0,1,3093,0,2020-01-26_19-58-44_UTC.jpg,0.1797
afd.bund,2020-01-27,07-59-51,0,1,3578,0,2020-01-27_07-59-51_UTC.jpg,0.0403
afd.bund,2020-01-27,14-58-36,0,1,3689,0,2020-01-27_14-58-36_UTC.jpg,0.6307
afd.bund,2020-01-29,10-01-24,0,1,1930,0,2020-01-29_10-01-24_UTC.jpg,0.2193
afd.bund,2020-01-29,10-02-13,0,1,2349,0,2020-01-29_10-02-13_UTC.jpg,0.234
afd.bund,2020-01-29,10-03-13,0,1,3183,0,2020-01-29_10-03-13_UTC.jpg,0.2783
afd.bund,2020-01-29,12-43-08,0,1,2428,0,2020-01-29_12-43-08_UTC.jpg,0.3434
afd.bund,2020-01-30,07-58-38,0,1,2491,0,2020-01-30_07-58-38_UTC.jpg,0.524
afd.bund,2020-01-30,08-00-23,0,1,2524,0,2020-01-30_08-00-23_UTC.jpg,0.2613
afd.bund,2020-01-30,20-36-07,0,1,2213,0,2020-01-30_20-36-07_UTC.jpg,0.3969
afd.bund,2020-01-30,20-36-56,0,1,2909,0,2020-01-30_20-36-56_UTC.jpg,0.2217
afd.bund,2020-01-31,07-54-24,0,1,2479,0,2020-01-31_07-54-24_UTC.jpg,0.4396
afd.bund,2020-01-31,21-52-17,0,1,3329,0,2020-01-31_21-52-17_UTC.jpg,0.1815
afd.bund,2020-02-02,17-23-29,0,1,3319,0,2020-02-02_17-23-29_UTC.jpg,0.2792
afd.bund,2020-02-03,11-59-12,0,1,2421,0,2020-02-03_11-59-12_UTC.jpg,0.1888
afd.bund,2020-02-03,17-15-54,0,1,3414,0,2020-02-03_17-15-54_UTC.jpg,0.1451
afd.bund,2020-02-04,14-15-12,0,1,1782,0,2020-02-04_14-15-12_UTC.jpg,0.1699
afd.bund,2020-02-04,14-15-57,0,1,2722,0,2020-02-04_14-15-57_UTC.jpg,0.277
afd.bund,2020-02-04,16-02-29,0,1,2683,0,2020-02-04_16-02-29_UTC.jpg,0.1758
afd.bund,2020-02-05,12-13-26,0,1,3228,0,2020-02-05_12-13-26_UTC.jpg,0.2432
afd.bund,2020-02-05,13-58-57,0,1,3195,0,2020-02-05_13-58-57_UTC.jpg,0.2739
afd.bund,2020-02-05,23-06-24,0,1,3139,0,2020-02-05_23-06-24_UTC.jpg,0.1539
afd.bund,2020-02-06,22-11-13,0,1,2037,0,2020-02-06_22-11-13_UTC.jpg,0.2723
afd.bund,2020-02-06,22-11-58,0,1,3543,0,2020-02-06_22-11-58_UTC.jpg,0.1513
afd.bund,2020-02-07,17-28-07,0,1,2266,0,2020-02-07_17-28-07_UTC.jpg,0.3403
afd.bund,2020-02-07,17-28-45,0,1,2954,0,2020-02-07_17-28-45_UTC.jpg,0.2828
afd.bund,2020-02-08,11-46-23,0,1,3089,0,2020-02-08_11-46-23_UTC.jpg,0.35
afd.bund,2020-02-09,09-24-57,0,1,2679,0,2020-02-09_09-24-57_UTC.jpg,0.3126
afd.bund,2020-02-09,19-55-11,0,1,2058,0,2020-02-09_19-55-11_UTC.jpg,0.2778
afd.bund,2020-02-10,12-32-24,0,1,3252,0,2020-02-10_12-32-24_UTC.jpg,0.2885
afd.bund,2020-02-11,07-54-52,0,1,2309,0,2020-02-11_07-54-52_UTC.jpg,0.2763
afd.bund,2020-02-11,09-47-28,0,1,6211,0,2020-02-11_09-47-28_UTC.jpg,0.521
afd.bund,2020-02-11,18-17-58,0,1,3499,0,2020-02-11_18-17-58_UTC.jpg,0.304
afd.bund,2020-02-13,12-06-34,0,1,3187,0,2020-02-13_12-06-34_UTC.jpg,0.2229
afd.bund,2020-02-14,09-05-26,0,1,2399,0,2020-02-14_09-05-26_UTC.jpg,0.2642
afd.bund,2020-02-14,13-00-50,0,1,3158,0,2020-02-14_13-00-50_UTC.jpg,0.4014
afd.bund,2020-02-14,17-32-34,0,1,2068,0,2020-02-14_17-32-34_UTC.jpg,0.3376
afd.bund,2020-02-15,17-35-26,0,1,2385,0,2020-02-15_17-35-26_UTC.jpg,0.4334
afd.bund,2020-02-16,09-29-44,0,1,2717,0,2020-02-16_09-29-44_UTC.jpg,0.3496
afd.bund,2020-02-17,14-10-21,0,1,2468,0,2020-02-17_14-10-21_UTC.jpg,0.4273
afd.bund,2020-02-18,08-13-34,0,1,2214,0,2020-02-18_08-13-34_UTC.jpg,0.1842
afd.bund,2020-02-18,13-57-57,0,1,2166,0,2020-02-18_13-57-57_UTC.jpg,0.7495
afd.bund,2020-02-18,16-08-52,0,1,4079,0,2020-02-18_16-08-52_UTC.jpg,0.2454
afd.bund,2020-02-19,16-09-35,0,1,2067,0,2020-02-19_16-09-35_UTC.jpg,0.2147
afd.bund,2020-02-20,12-09-24,0,1,4700,0,2020-02-20_12-09-24_UTC.jpg,0.163
afd.bund,2020-02-21,17-00-39,0,1,3170,0,2020-02-21_17-00-39_UTC.jpg,0.2655
afd.bund,2020-02-21,17-01-24,0,1,3112,0,2020-02-21_17-01-24_UTC.jpg,0.2097
afd.bund,2020-02-24,12-43-45,0,1,4973,0,2020-02-24_12-43-45_UTC.jpg,0.5094
afd.bund,2020-02-25,11-25-52,0,1,2980,0,2020-02-25_11-25-52_UTC.jpg,0.4726
afd.bund,2020-02-26,08-41-26,0,1,3346,0,2020-02-26_08-41-26_UTC.jpg,0.6586
afd.bund,2020-02-27,07-43-27,0,1,2178,0,2020-02-27_07-43-27_UTC.jpg,0.2124
afd.bund,2020-02-27,12-50-17,0,1,3284,0,2020-02-27_12-50-17_UTC.jpg,0.2456
afd.bund,2020-02-28,14-51-16,0,1,4315,0,2020-02-28_14-51-16_UTC.jpg,0.332
afd.bund,2020-02-28,14-51-58,0,1,2435,0,2020-02-28_14-51-58_UTC.jpg,0.3355
afd.bund,2020-02-28,14-52-44,0,1,3130,0,2020-02-28_14-52-44_UTC.jpg,0.2734
afd.bund,2020-02-29,13-21-23,0,1,2422,0,2020-02-29_13-21-23_UTC.jpg,0.4985
afd.bund,2020-02-29,15-44-58,0,1,2777,0,2020-02-29_15-44-58_UTC.jpg,0.7631
afd.bund,2020-03-02,06-29-37,0,1,3403,0,2020-03-02_06-29-37_UTC.jpg,0.3788
afd.bund,2020-03-02,06-38-33,0,1,2404,0,2020-03-02_06-38-33_UTC.jpg,0.1601
afd.bund,2020-03-02,16-44-48,0,1,2442,0,2020-03-02_16-44-48_UTC.jpg,0.3071
afd.bund,2020-03-03,17-36-44,0,1,2478,0,2020-03-03_17-36-44_UTC.jpg,0.2971
afd.bund,2020-03-04,08-16-52,0,1,2199,0,2020-03-04_08-16-52_UTC.jpg,0.2266
afd.bund,2020-03-04,15-30-49,0,1,2794,0,2020-03-04_15-30-49_UTC.jpg,0.3519
afd.bund,2020-03-04,17-51-54,0,1,4109,0,2020-03-04_17-51-54_UTC.jpg,0.1649
afd.bund,2020-03-05,10-16-27,0,1,4135,0,2020-03-05_10-16-27_UTC.jpg,0.5651
afd.bund,2020-03-06,12-23-26,0,1,2227,0,2020-03-06_12-23-26_UTC.jpg,0.413
afd.bund,2020-03-06,12-24-25,0,1,3068,0,2020-03-06_12-24-25_UTC.jpg,0.4896
afd.bund,2020-03-09,06-44-52,0,1,2340,0,2020-03-09_06-44-52_UTC.jpg,0.3562
afd.bund,2020-03-09,06-45-54,0,1,3085,0,2020-03-09_06-45-54_UTC.jpg,0.1864
afd.bund,2020-03-09,09-25-00,0,1,2305,0,2020-03-09_09-25-00_UTC.jpg,0.4685
afd.bund,2020-03-09,12-48-51,0,1,3679,0,2020-03-09_12-48-51_UTC.jpg,0.4884
afd.bund,2020-03-10,08-54-20,0,1,4290,0,2020-03-10_08-54-20_UTC.jpg,0.5796
afd.bund,2020-03-10,10-44-05,0,1,2760,0,2020-03-10_10-44-05_UTC.jpg,0.3704
afd.bund,2020-03-11,06-44-17,0,1,3432,0,2020-03-11_06-44-17_UTC.jpg,0.2966
afd.bund,2020-03-11,12-35-38,0,1,3406,0,2020-03-11_12-35-38_UTC.jpg,0.1967
afd.bund,2020-03-11,12-38-43,0,1,2981,0,2020-03-11_12-38-43_UTC.jpg,0.1781
afd.bund,2020-03-12,14-34-13,0,1,2061,0,2020-03-12_14-34-13_UTC.jpg,0.2192
afd.bund,2020-03-16,10-04-53,0,1,1873,0,2020-03-16_10-04-53_UTC.jpg,0.2903
afd.bund,2020-03-16,10-07-20,0,1,3262,0,2020-03-16_10-07-20_UTC.jpg,0.2469
afd.bund,2020-03-16,13-00-45,0,1,3759,0,2020-03-16_13-00-45_UTC.jpg,0.88
afd.bund,2020-03-16,14-42-50,0,1,2959,0,2020-03-16_14-42-50_UTC.jpg,0.2285
afd.bund,2020-03-17,10-17-35,0,1,2788,0,2020-03-17_10-17-35_UTC.jpg,0.5461
afd.bund,2020-03-19,08-21-57,0,1,2874,0,2020-03-19_08-21-57_UTC.jpg,0.4281
afd.bund,2020-03-19,08-27-20,0,1,2061,0,2020-03-19_08-27-20_UTC.jpg,0.527
afd.bund,2020-03-19,12-23-01,0,1,2001,0,2020-03-19_12-23-01_UTC.jpg,0.5158
afd.bund,2020-03-20,19-10-15,0,1,1677,0,2020-03-20_19-10-15_UTC.jpg,0.5492
afd.bund,2020-03-20,19-14-12,0,1,1921,0,2020-03-20_19-14-12_UTC.jpg,0.1034
afd.bund,2020-03-23,10-57-00,0,1,2700,0,2020-03-23_10-57-00_UTC.jpg,0.28
afd.bund,2020-03-24,08-52-37,0,1,1666,0,2020-03-24_08-52-37_UTC.jpg,0.1792
afd.bund,2020-03-24,08-54-54,0,1,2517,0,2020-03-24_08-54-54_UTC.jpg,0.5782
afd.bund,2020-03-26,08-24-06,0,1,3554,0,2020-03-26_08-24-06_UTC.jpg,0.5112
afd.bund,2020-03-26,08-27-07,0,1,2852,0,2020-03-26_08-27-07_UTC.jpg,0.1969
afd.bund,2020-03-26,16-52-34,0,1,3316,0,2020-03-26_16-52-34_UTC.jpg,0.6095
afd.bund,2020-03-30,07-19-45,0,1,2483,0,2020-03-30_07-19-45_UTC.jpg,0.1566
afd.bund,2020-03-30,07-21-17,0,1,2433,0,2020-03-30_07-21-17_UTC.jpg,0.225
afd.bund,2020-03-30,07-22-44,0,1,1954,0,2020-03-30_07-22-44_UTC.jpg,0.1253
afd.bund,2020-03-31,12-33-19,0,1,1887,0,2020-03-31_12-33-19_UTC.jpg,0.163
afd.bund,2020-03-31,12-34-26,0,1,1932,0,2020-03-31_12-34-26_UTC.jpg,0.362
afd.bund,2020-04-01,06-54-50,0,1,2586,0,2020-04-01_06-54-50_UTC.jpg,0.3981
afd.bund,2020-04-03,11-28-53,0,1,2872,0,2020-04-03_11-28-53_UTC.jpg,0.7166
afd.bund,2020-04-03,11-29-46,0,1,2666,0,2020-04-03_11-29-46_UTC.jpg,0.3327
afd.bund,2020-04-03,11-30-46,0,1,3032,0,2020-04-03_11-30-46_UTC.jpg,0.2762
afd.bund,2020-04-03,11-32-36,0,1,2279,0,2020-04-03_11-32-36_UTC.jpg,0.3847
afd.bund,2020-04-06,12-55-49,0,1,2041,0,2020-04-06_12-55-49_UTC.jpg,0.374
afd.bund,2020-04-06,12-57-12,0,1,2442,0,2020-04-06_12-57-12_UTC.jpg,0.2868
afd.bund,2020-04-06,12-58-39,0,1,1538,0,2020-04-06_12-58-39_UTC.jpg,0.7643
afd.bund,2020-04-06,12-59-47,0,1,4255,0,2020-04-06_12-59-47_UTC.jpg,0.0066
afd.bund,2020-04-07,12-51-38,0,1,1435,0,2020-04-07_12-51-38_UTC.jpg,0.1385
afd.bund,2020-04-07,12-53-00,0,1,1746,0,2020-04-07_12-53-00_UTC.jpg,0.4482
afd.bund,2020-04-07,12-54-09,0,1,2046,0,2020-04-07_12-54-09_UTC.jpg,0.6052
afd.bund,2020-04-08,11-16-15,0,1,2245,0,2020-04-08_11-16-15_UTC.jpg,0.7233
afd.bund,2020-04-09,07-56-32,0,1,3870,0,2020-04-09_07-56-32_UTC.jpg,0.1637
afd.bund,2020-04-09,07-57-47,0,1,2377,0,2020-04-09_07-57-47_UTC.jpg,0.1915
afd.bund,2020-04-09,13-44-49,0,1,3016,0,2020-04-09_13-44-49_UTC.jpg,0.5569
afd.bund,2020-04-14,12-41-37,0,1,1723,0,2020-04-14_12-41-37_UTC.jpg,0.2727
afd.bund,2020-04-14,12-42-43,0,1,3218,0,2020-04-14_12-42-43_UTC.jpg,0.4677
afd.bund,2020-04-14,12-43-59,0,1,1884,0,2020-04-14_12-43-59_UTC.jpg,0.2804
afd.bund,2020-04-15,07-24-07,0,1,1808,0,2020-04-15_07-24-07_UTC.jpg,0.2297
afd.bund,2020-04-17,06-22-17,0,1,2881,0,2020-04-17_06-22-17_UTC.jpg,0.1921
afd.bund,2020-04-17,06-24-04,0,1,1790,0,2020-04-17_06-24-04_UTC.jpg,0.3035
afd.bund,2020-04-17,19-55-04,0,1,3159,0,2020-04-17_19-55-04_UTC.jpg,0.5365
afd.bund,2020-04-20,09-21-18,0,1,2399,0,2020-04-20_09-21-18_UTC.jpg,0.1946
afd.bund,2020-04-20,09-23-50,0,1,1746,0,2020-04-20_09-23-50_UTC.jpg,0.3539
afd.bund,2020-04-20,14-09-35,0,1,2057,0,2020-04-20_14-09-35_UTC.jpg,0.2428
afd.bund,2020-04-22,10-22-11,0,1,2797,0,2020-04-22_10-22-11_UTC.jpg,0.2047
afd.bund,2020-04-22,10-23-40,0,1,1874,0,2020-04-22_10-23-40_UTC.jpg,0.7929
afd.bund,2020-04-22,12-27-28,0,1,2284,0,2020-04-22_12-27-28_UTC.jpg,0.3624
afd.bund,2020-04-23,13-47-28,0,1,1920,0,2020-04-23_13-47-28_UTC.jpg,0.4831
afd.bund,2020-04-24,10-36-17,0,1,2173,0,2020-04-24_10-36-17_UTC.jpg,0.7053
afd.bund,2020-04-26,15-52-03,0,1,4267,0,2020-04-26_15-52-03_UTC.jpg,0.4384
afd.bund,2020-04-27,07-36-02,0,1,2554,0,2020-04-27_07-36-02_UTC.jpg,0.2237
afd.bund,2020-04-28,07-55-11,0,1,2921,0,2020-04-28_07-55-11_UTC.jpg,0.3067
afd.bund,2020-04-29,09-29-46,0,1,3633,0,2020-04-29_09-29-46_UTC.jpg,0.201
afd.bund,2020-05-04,07-02-56,0,1,2595,0,2020-05-04_07-02-56_UTC.jpg,0.4677
afd.bund,2020-05-04,07-06-16,0,1,2167,0,2020-05-04_07-06-16_UTC.jpg,0.2658
afd.bund,2020-05-04,07-07-26,0,1,1828,0,2020-05-04_07-07-26_UTC.jpg,0.2231
afd.bund,2020-05-04,07-55-52,0,1,2018,374,2020-05-04_07-55-52_UTC.jpg,0.2592
afd.bund,2020-05-05,08-29-42,0,1,1853,0,2020-05-05_08-29-42_UTC.jpg,0.3457
afd.bund,2020-05-05,08-31-36,0,1,2906,0,2020-05-05_08-31-36_UTC.jpg,0.1717
afd.bund,2020-05-06,10-19-15,0,1,2423,0,2020-05-06_10-19-15_UTC.jpg,0.5154
afd.bund,2020-05-06,10-21-23,0,1,2226,0,2020-05-06_10-21-23_UTC.jpg,0.2821
afd.bund,2020-05-07,13-07-58,0,1,2299,0,2020-05-07_13-07-58_UTC.jpg,0.1956
afd.bund,2020-05-07,13-09-06,0,1,4010,0,2020-05-07_13-09-06_UTC.jpg,0.3288
afd.bund,2020-05-08,08-52-52,0,1,2666,0,2020-05-08_08-52-52_UTC.jpg,0.2271
afd.bund,2020-05-10,07-28-55,0,1,6294,0,2020-05-10_07-28-55_UTC.jpg,0.0969
afd.bund,2020-05-11,07-47-59,0,1,3551,0,2020-05-11_07-47-59_UTC.jpg,0.2214
afd.bund,2020-05-12,06-55-05,0,1,4072,0,2020-05-12_06-55-05_UTC.jpg,0.3346
afd.bund,2020-05-12,15-21-26,0,1,2449,0,2020-05-12_15-21-26_UTC.jpg,0.304
afd.bund,2020-05-12,15-22-47,0,1,2525,0,2020-05-12_15-22-47_UTC.jpg,0.1287
afd.bund,2020-05-13,08-48-22,0,1,2466,0,2020-05-13_08-48-22_UTC.jpg,0.52
afd.bund,2020-05-15,08-50-57,0,1,2322,0,2020-05-15_08-50-57_UTC.jpg,0.2539
afd.bund,2020-05-15,08-52-14,0,1,2979,0,2020-05-15_08-52-14_UTC.jpg,0.288
afd.bund,2020-05-18,07-23-28,0,1,1787,0,2020-05-18_07-23-28_UTC.jpg,0.2786
afd.bund,2020-05-18,07-25-44,0,1,3348,0,2020-05-18_07-25-44_UTC.jpg,0.4263
afd.bund,2020-05-18,07-27-06,0,1,2395,0,2020-05-18_07-27-06_UTC.jpg,0.7899
afd.bund,2020-05-18,15-24-25,0,1,2842,0,2020-05-18_15-24-25_UTC.jpg,0.336
afd.bund,2020-05-19,14-40-54,0,1,2472,0,2020-05-19_14-40-54_UTC.jpg,0.1034
afd.bund,2020-05-23,12-34-10,0,1,2661,0,2020-05-23_12-34-10_UTC.jpg,0.279
afd.bund,2020-05-23,12-35-17,0,1,3331,0,2020-05-23_12-35-17_UTC.jpg,0.4252
afd.bund,2020-05-23,12-36-10,0,1,1997,0,2020-05-23_12-36-10_UTC.jpg,0.3236
afd.bund,2020-05-25,06-09-06,0,1,3321,0,2020-05-25_06-09-06_UTC.jpg,0.264
afd.bund,2020-05-25,08-36-28,0,1,4813,0,2020-05-25_08-36-28_UTC.jpg,0.2492
afd.bund,2020-05-26,04-40-10,0,1,3581,0,2020-05-26_04-40-10_UTC.jpg,0.7491
afd.bund,2020-05-26,08-15-19,0,1,3154,0,2020-05-26_08-15-19_UTC.jpg,0.4952
afd.bund,2020-05-28,07-30-51,0,1,2415,0,2020-05-28_07-30-51_UTC.jpg,0.2298
afd.bund,2020-05-28,07-31-48,0,1,3001,0,2020-05-28_07-31-48_UTC.jpg,0.378
afd.bund,2020-05-29,13-18-09,0,1,2653,0,2020-05-29_13-18-09_UTC.jpg,0.2292
afd.bund,2020-05-30,13-04-46,0,1,3564,0,2020-05-30_13-04-46_UTC.jpg,0.326
afd.bund,2020-05-31,14-05-30,0,1,3529,0,2020-05-31_14-05-30_UTC.jpg,0.2589
afd.bund,2020-06-02,17-04-45,0,1,5022,0,2020-06-02_17-04-45_UTC.jpg,0.3934
afd.bund,2020-06-03,16-07-04,0,1,2565,0,2020-06-03_16-07-04_UTC.jpg,0.2621
afd.bund,2020-06-05,10-55-48,0,1,2517,0,2020-06-05_10-55-48_UTC.jpg,0.2167
afd.bund,2020-06-05,10-57-28,0,1,3961,0,2020-06-05_10-57-28_UTC.jpg,0.2884
afd.bund,2020-06-06,14-05-08,0,1,4060,0,2020-06-06_14-05-08_UTC.jpg,0.3359
afd.bund,2020-06-07,14-01-25,0,1,2726,0,2020-06-07_14-01-25_UTC.jpg,0.3637
afd.bund,2020-06-10,10-36-58,0,1,6115,0,2020-06-10_10-36-58_UTC.jpg,0.7529
afd.bund,2020-06-10,10-38-28,0,1,4179,0,2020-06-10_10-38-28_UTC.jpg,0.6633
afd.bund,2020-06-12,15-11-41,0,1,2743,0,2020-06-12_15-11-41_UTC.jpg,0.0963
afd.bund,2020-06-14,15-02-21,0,1,5282,0,2020-06-14_15-02-21_UTC.jpg,0.1721
afd.bund,2020-06-16,15-24-42,0,1,2878,0,2020-06-16_15-24-42_UTC.jpg,0.4833
afd.bund,2020-06-20,10-05-43,0,1,3319,0,2020-06-20_10-05-43_UTC.jpg,0.2489
afd.bund,2020-06-21,13-03-58,0,1,3371,0,2020-06-21_13-03-58_UTC.jpg,0.0838
afd.bund,2020-06-21,15-15-40,0,1,4890,0,2020-06-21_15-15-40_UTC.jpg,0.1797
afd.bund,2020-06-24,06-35-51,0,1,2709,0,2020-06-24_06-35-51_UTC.jpg,0.4237
afd.bund,2020-06-25,13-30-28,0,1,3178,0,2020-06-25_13-30-28_UTC.jpg,0.3177
afd.bund,2020-06-25,13-31-32,0,1,3133,0,2020-06-25_13-31-32_UTC.jpg,0.6757
afd.bund,2020-06-27,10-00-10,0,1,2732,0,2020-06-27_10-00-10_UTC.jpg,0.8305
afd.bund,2020-06-28,14-03-24,0,1,4598,0,2020-06-28_14-03-24_UTC.jpg,0.4843
afd.bund,2020-06-29,14-09-59,0,1,2591,0,2020-06-29_14-09-59_UTC.jpg,0.3233
afd.bund,2020-06-30,14-43-06,0,1,4569,0,2020-06-30_14-43-06_UTC.jpg,0.0734
afd.bund,2020-07-02,08-52-53,0,1,3576,0,2020-07-02_08-52-53_UTC.jpg,0.8043
afd.bund,2020-07-02,08-54-00,0,1,2416,0,2020-07-02_08-54-00_UTC.jpg,0.7037
afd.bund,2020-07-03,11-00-54,0,1,3922,0,2020-07-03_11-00-54_UTC.jpg,0.1433
afd.bund,2020-07-05,22-21-18,0,1,2335,0,2020-07-05_22-21-18_UTC.jpg,0.4017
afd.bund,2020-07-07,04-58-55,0,1,3496,0,2020-07-07_04-58-55_UTC.jpg,0.2382
afd.bund,2020-07-07,08-07-23,0,1,2112,0,2020-07-07_08-07-23_UTC.jpg,0.2021
afd.bund,2020-07-08,09-28-59,0,1,2314,0,2020-07-08_09-28-59_UTC.jpg,0.2745
afd.bund,2020-07-08,09-30-08,0,1,4101,0,2020-07-08_09-30-08_UTC.jpg,0.0627
afd.bund,2020-07-09,07-51-33,0,1,1981,0,2020-07-09_07-51-33_UTC.jpg,0.7608
afd.bund,2020-07-11,15-02-52,0,1,2407,0,2020-07-11_15-02-52_UTC.jpg,0.1199
afd.bund,2020-07-15,10-20-08,0,1,3042,0,2020-07-15_10-20-08_UTC.jpg,0.2984
afd.bund,2020-07-17,13-36-34,0,1,2312,0,2020-07-17_13-36-34_UTC.jpg,0.3995
afd.bund,2020-07-21,06-59-21,0,1,1821,0,2020-07-21_06-59-21_UTC.jpg,0.745
afd.bund,2020-07-21,07-00-48,0,1,3089,0,2020-07-21_07-00-48_UTC.jpg,0.7932
afd.bund,2020-07-22,09-31-02,0,1,2417,0,2020-07-22_09-31-02_UTC.jpg,0.8183
afd.bund,2020-07-22,16-48-54,0,1,4876,0,2020-07-22_16-48-54_UTC.jpg,0.5003
afd.bund,2020-07-29,07-30-25,0,1,3544,0,2020-07-29_07-30-25_UTC.jpg,0.6761
afd.bund,2020-08-05,06-00-46,0,1,2570,0,2020-08-05_06-00-46_UTC.jpg,0.5543
